CustomerID,Age,Gender,MaritalStatus,AnnualIncome,RiskTolerance,PreferredInvestment,PortfolioDiversification,RetirementAge,SavingsGoal,InvestmentStrategy,MonthlySavings,SavingFrequency,SavingInstruments,TransactionID,TransactionDate,TransactionAmount,TransactionType
604,38,Female,Divorced,71436,Low,Real Estate,Medium,56,1767014,Balanced,3902,Monthly,Bank Deposit,604,2024-08-26,4483.99,Credit
605,69,Male,Divorced,141981,Medium,Real Estate,High,69,1033419,Aggressive,4498,Monthly,Bonds,605,2024-08-27,9913.51,Debit
606,26,Female,Divorced,99888,High,Real Estate,Low,63,1102023,Balanced,3203,Annually,Bonds,606,2024-08-28,2437.9,Debit
607,41,Male,Married,81726,Low,Real Estate,Medium,64,1567788,Conservative,4444,Quarterly,Real Estate,607,2024-08-29,1477.42,Credit
608,44,Female,Divorced,64338,Medium,Real Estate,High,57,776030,Aggressive,4604,Quarterly,Bonds,608,2024-08-30,2501.32,Credit
609,18,Female,Single,42832,High,Stocks,Medium,56,320784,Aggressive,2495,Monthly,Bank Deposit,609,2024-08-31,2846.74,Credit
610,21,Male,Married,96248,High,Real Estate,High,68,803867,Aggressive,3081,Annually,Bonds,610,2024-09-01,6817.88,Debit
611,54,Female,Married,52128,Low,Real Estate,Low,64,1512803,Conservative,812,Quarterly,Bonds,611,2024-09-02,60.97,Credit
612,62,Female,Single,122099,Low,Real Estate,High,62,1752786,Balanced,3354,Monthly,Stocks,612,2024-09-03,243.39,Credit
613,44,Female,Divorced,91406,Medium,Real Estate,Low,66,655108,Conservative,1801,Quarterly,Bonds,613,2024-09-04,8822.29,Debit
614,44,Male,Divorced,133096,Medium,Stocks,Low,62,1711176,Aggressive,2602,Quarterly,Bank Deposit,614,2024-09-05,5507.93,Debit
615,52,Female,Divorced,88128,High,Mutual Funds,High,67,285758,Conservative,2465,Monthly,Stocks,615,2024-09-06,3202.02,Debit
616,35,Female,Single,69478,Low,Bonds,Medium,56,1711905,Balanced,1887,Quarterly,Real Estate,616,2024-09-07,6076.34,Debit
617,52,Male,Divorced,118115,High,Mutual Funds,High,58,1070901,Conservative,3799,Quarterly,Real Estate,617,2024-09-08,3036.92,Credit
618,32,Male,Married,99004,Low,Real Estate,Low,60,185807,Balanced,2110,Quarterly,Real Estate,618,2024-09-09,1145.66,Debit
619,36,Female,Married,64466,Low,Stocks,Low,61,1976860,Aggressive,4103,Annually,Real Estate,619,2024-09-10,4576.19,Debit
620,19,Female,Single,81168,High,Real Estate,Medium,61,1255407,Balanced,3886,Quarterly,Bank Deposit,620,2024-09-11,8325.23,Debit
621,56,Male,Married,85091,High,Bonds,Medium,69,674478,Balanced,4496,Annually,Stocks,621,2024-09-12,780.73,Credit
622,51,Female,Divorced,78921,High,Mutual Funds,Medium,66,199731,Balanced,1651,Annually,Bank Deposit,622,2024-09-13,4499.93,Credit
623,29,Female,Divorced,118926,Low,Bonds,Medium,64,102912,Conservative,4524,Quarterly,Real Estate,623,2024-09-14,1324.64,Credit
624,23,Female,Divorced,54253,Medium,Stocks,Low,64,1789924,Balanced,1000,Monthly,Real Estate,624,2024-09-15,5706.75,Credit
625,22,Female,Single,39805,Low,Bonds,High,68,712648,Aggressive,2656,Annually,Real Estate,625,2024-09-16,1067.28,Debit
626,58,Male,Married,82133,High,Mutual Funds,High,63,722763,Balanced,1237,Quarterly,Real Estate,626,2024-09-17,2997.12,Credit
627,30,Female,Single,129097,Medium,Bonds,Low,66,1351648,Aggressive,1487,Annually,Bank Deposit,627,2024-09-18,7173.71,Credit
628,35,Male,Married,32220,Medium,Mutual Funds,Medium,68,347657,Aggressive,2419,Annually,Bank Deposit,628,2024-09-19,2592.35,Credit
629,66,Male,Divorced,115896,High,Bonds,Medium,65,1213154,Aggressive,4630,Annually,Real Estate,629,2024-09-20,5202.73,Debit
630,48,Male,Single,31695,Low,Stocks,High,68,1138737,Balanced,1060,Monthly,Stocks,630,2024-09-21,7109.55,Debit
631,39,Female,Divorced,42763,High,Stocks,High,69,1618027,Balanced,917,Monthly,Stocks,631,2024-09-22,6117.59,Credit
632,32,Male,Single,31909,Low,Bonds,Medium,57,1015349,Aggressive,3093,Quarterly,Bonds,632,2024-09-23,3294.81,Credit
633,31,Female,Married,120639,Medium,Stocks,High,62,821561,Aggressive,2520,Monthly,Bank Deposit,633,2024-09-24,1135.13,Credit
634,69,Male,Married,52612,Low,Real Estate,High,58,1664124,Conservative,2309,Quarterly,Bank Deposit,634,2024-09-25,539.72,Credit
635,25,Male,Single,105936,Low,Real Estate,Medium,60,1290450,Conservative,1440,Annually,Real Estate,635,2024-09-26,8526.18,Credit
636,32,Female,Divorced,103352,Low,Bonds,Low,55,895256,Balanced,4334,Monthly,Stocks,636,2024-09-27,8465.09,Debit
637,32,Female,Divorced,118581,High,Mutual Funds,High,65,1863278,Conservative,4037,Annually,Bank Deposit,637,2024-09-28,6029.53,Credit
638,67,Male,Divorced,30794,High,Real Estate,Low,69,1380843,Balanced,2043,Annually,Real Estate,638,2024-09-29,466.17,Credit
639,24,Male,Single,142817,High,Real Estate,High,65,1446799,Conservative,1119,Quarterly,Stocks,639,2024-09-30,3458.67,Credit
640,27,Male,Single,33551,Medium,Mutual Funds,High,56,1103953,Conservative,697,Quarterly,Real Estate,640,2024-10-01,1045.7,Credit
641,64,Female,Divorced,110133,Low,Bonds,Medium,61,1952374,Conservative,2051,Monthly,Stocks,641,2024-10-02,9790.97,Credit
642,59,Female,Married,88186,Medium,Real Estate,High,57,822056,Balanced,3586,Annually,Bonds,642,2024-10-03,2878.91,Credit
643,46,Male,Single,59695,Medium,Real Estate,Medium,68,1266983,Conservative,1725,Monthly,Real Estate,643,2024-10-04,7307.09,Credit
644,59,Female,Single,92132,Low,Bonds,Medium,59,1847907,Conservative,3316,Quarterly,Bonds,644,2024-10-05,5975.2,Credit
645,53,Male,Married,132449,High,Mutual Funds,Low,64,188877,Aggressive,3211,Annually,Real Estate,645,2024-10-06,8584.39,Debit
646,63,Male,Single,36481,Low,Stocks,Medium,66,1617056,Balanced,1501,Annually,Bank Deposit,646,2024-10-07,7156.65,Debit
647,61,Female,Single,89702,Low,Bonds,Medium,62,1083123,Conservative,928,Quarterly,Bonds,647,2024-10-08,2343.96,Debit
648,66,Male,Divorced,99440,Low,Real Estate,High,58,786551,Balanced,3010,Annually,Stocks,648,2024-10-09,3823.88,Debit
649,66,Female,Single,77408,Low,Real Estate,Medium,69,961115,Conservative,1221,Monthly,Stocks,649,2024-10-10,796.14,Debit
650,56,Male,Single,125430,High,Real Estate,Medium,68,1817466,Aggressive,4945,Quarterly,Stocks,650,2024-10-11,3940.97,Credit
651,33,Male,Single,55990,High,Mutual Funds,Medium,59,1707309,Aggressive,4237,Quarterly,Real Estate,651,2024-10-12,5576.53,Credit
652,43,Female,Married,125253,Medium,Real Estate,High,61,730159,Aggressive,2458,Quarterly,Bank Deposit,652,2024-10-13,7850.27,Credit
653,69,Male,Single,129873,Low,Bonds,Medium,62,776396,Balanced,4916,Quarterly,Real Estate,653,2024-10-14,8150.64,Credit
654,22,Female,Married,75247,Low,Real Estate,Medium,57,1701955,Balanced,1723,Annually,Bonds,654,2024-10-15,3647.27,Credit
655,27,Male,Single,89367,Low,Bonds,High,65,470936,Aggressive,1821,Monthly,Stocks,655,2024-10-16,1105.9,Credit
656,36,Female,Divorced,110891,High,Stocks,High,61,1854681,Aggressive,1476,Monthly,Real Estate,656,2024-10-17,4539.76,Debit
657,20,Male,Divorced,87698,Medium,Bonds,High,59,1818833,Aggressive,1190,Monthly,Bonds,657,2024-10-18,9706.49,Debit
658,53,Male,Married,131975,High,Stocks,Low,65,1143216,Conservative,3389,Monthly,Bonds,658,2024-10-19,9538.82,Debit
659,42,Male,Married,31660,Medium,Mutual Funds,Low,67,156304,Aggressive,3413,Monthly,Real Estate,659,2024-10-20,7404.9,Credit
660,55,Male,Single,142110,Medium,Mutual Funds,High,63,1564157,Aggressive,1343,Annually,Bank Deposit,660,2024-10-21,6671.44,Debit
661,18,Male,Divorced,118823,High,Mutual Funds,High,58,1467868,Balanced,3815,Monthly,Bonds,661,2024-10-22,7632.14,Credit
662,24,Female,Divorced,121198,Medium,Real Estate,Medium,69,1801291,Balanced,1036,Monthly,Bonds,662,2024-10-23,77.75,Debit
663,42,Male,Single,131946,Medium,Mutual Funds,High,55,1507997,Balanced,739,Quarterly,Bonds,663,2024-10-24,8151.94,Debit
664,28,Male,Divorced,58147,Medium,Real Estate,High,56,1929569,Aggressive,2906,Quarterly,Real Estate,664,2024-10-25,367.43,Credit
665,36,Male,Divorced,79931,High,Bonds,High,59,1912809,Conservative,851,Monthly,Stocks,665,2024-10-26,572.44,Credit
666,51,Female,Married,144768,Medium,Bonds,Medium,65,599692,Aggressive,4704,Annually,Bonds,666,2024-10-27,2388.12,Debit
667,24,Female,Divorced,120779,High,Bonds,Low,58,1532539,Balanced,2903,Annually,Bank Deposit,667,2024-10-28,1727.71,Credit
668,65,Male,Married,123467,High,Stocks,Medium,56,1316645,Conservative,1024,Monthly,Stocks,668,2024-10-29,4126.77,Debit
669,27,Female,Single,96378,Low,Stocks,High,66,1327145,Aggressive,1814,Annually,Real Estate,669,2024-10-30,2157.63,Credit
670,36,Female,Single,74060,Low,Real Estate,Low,58,1818575,Aggressive,555,Annually,Bonds,670,2024-10-31,4823.38,Debit
671,45,Female,Married,109011,Low,Bonds,Low,67,1054671,Balanced,2753,Annually,Bonds,671,2024-11-01,4489.1,Debit
672,56,Male,Single,61612,High,Real Estate,High,64,1925883,Balanced,4581,Monthly,Bank Deposit,672,2024-11-02,1401.27,Credit
673,45,Female,Married,63132,Medium,Stocks,Low,61,850546,Aggressive,2634,Quarterly,Real Estate,673,2024-11-03,3174.26,Credit
674,32,Male,Single,130554,Low,Stocks,Medium,68,1925810,Balanced,2325,Monthly,Bank Deposit,674,2024-11-04,7639.4,Debit
675,65,Male,Single,44850,Medium,Mutual Funds,Medium,67,972330,Conservative,2943,Quarterly,Bank Deposit,675,2024-11-05,4319.34,Debit
676,40,Female,Married,116129,Medium,Mutual Funds,Medium,65,455486,Balanced,1072,Annually,Real Estate,676,2024-11-06,8558.85,Debit
677,44,Male,Divorced,76554,High,Mutual Funds,Medium,58,1841401,Conservative,2990,Quarterly,Bonds,677,2024-11-07,3290.16,Credit
678,25,Male,Divorced,45744,Medium,Stocks,Low,68,413044,Balanced,1442,Quarterly,Bonds,678,2024-11-08,7260.01,Credit
679,20,Female,Married,132610,Low,Stocks,Low,56,910568,Conservative,2383,Annually,Bonds,679,2024-11-09,5079.42,Credit
680,52,Female,Married,126733,High,Stocks,Low,55,1443329,Conservative,1285,Annually,Bank Deposit,680,2024-11-10,6766.41,Debit
681,64,Female,Single,71892,Low,Real Estate,Medium,69,1346023,Aggressive,1418,Quarterly,Stocks,681,2024-11-11,6871.01,Credit
682,68,Female,Single,109407,High,Real Estate,Low,66,896530,Conservative,1360,Annually,Bank Deposit,682,2024-11-12,1866.48,Credit
683,60,Male,Married,38516,Low,Stocks,High,55,1594805,Balanced,2320,Annually,Bonds,683,2024-11-13,7509.4,Credit
684,32,Female,Divorced,52130,Low,Real Estate,Medium,57,759160,Aggressive,4344,Quarterly,Stocks,684,2024-11-14,528.97,Credit
685,23,Female,Single,101627,Medium,Mutual Funds,Medium,60,730346,Aggressive,1674,Quarterly,Bonds,685,2024-11-15,6203.54,Debit
686,34,Male,Married,94787,Low,Stocks,Low,67,1018695,Balanced,1104,Quarterly,Bank Deposit,686,2024-11-16,4582.97,Debit
687,59,Male,Divorced,104876,Medium,Stocks,Low,62,1974266,Conservative,3054,Quarterly,Stocks,687,2024-11-17,3502.35,Debit
688,29,Female,Married,102692,Medium,Real Estate,Medium,64,164937,Balanced,2011,Monthly,Bank Deposit,688,2024-11-18,1518.87,Debit
689,64,Male,Single,103876,High,Bonds,Medium,56,1982726,Balanced,651,Quarterly,Stocks,689,2024-11-19,7635.86,Debit
690,50,Male,Divorced,139157,Low,Real Estate,High,66,650383,Balanced,955,Monthly,Bank Deposit,690,2024-11-20,5800.93,Credit
691,50,Male,Married,136398,High,Bonds,Medium,56,592753,Conservative,2679,Monthly,Bank Deposit,691,2024-11-21,2577.79,Debit
692,54,Female,Married,132971,Medium,Real Estate,High,57,1893457,Conservative,887,Quarterly,Bonds,692,2024-11-22,1556.22,Debit
693,41,Female,Single,37614,Low,Real Estate,Low,59,1208744,Aggressive,4652,Monthly,Stocks,693,2024-11-23,8652.71,Credit
694,64,Female,Married,118223,Low,Stocks,Medium,66,1700494,Balanced,4294,Monthly,Bonds,694,2024-11-24,6017.24,Credit
695,57,Female,Single,87007,High,Mutual Funds,Low,62,303268,Conservative,3140,Quarterly,Bonds,695,2024-11-25,6343.08,Debit
696,38,Male,Single,32510,Low,Mutual Funds,Medium,57,551015,Balanced,4749,Annually,Real Estate,696,2024-11-26,8308.54,Credit
697,63,Female,Married,132277,High,Bonds,High,62,926573,Balanced,1385,Annually,Real Estate,697,2024-11-27,2776.81,Credit
698,45,Female,Single,69772,High,Mutual Funds,High,63,1580762,Conservative,3259,Monthly,Real Estate,698,2024-11-28,9221.53,Credit
699,45,Female,Divorced,85435,Medium,Mutual Funds,Medium,55,1502692,Aggressive,2710,Quarterly,Real Estate,699,2024-11-29,6442.21,Debit
700,18,Male,Divorced,89112,Medium,Bonds,Low,68,127325,Balanced,1513,Monthly,Bank Deposit,700,2024-11-30,4993.03,Credit
701,41,Female,Divorced,130581,Low,Stocks,High,63,1964244,Balanced,3829,Monthly,Bonds,701,2024-12-01,8744.08,Credit
702,42,Female,Single,140814,Medium,Mutual Funds,Low,56,1540341,Balanced,4338,Annually,Real Estate,702,2024-12-02,50.91,Credit
703,38,Male,Married,47889,Low,Mutual Funds,High,59,1488874,Aggressive,570,Monthly,Bank Deposit,703,2024-12-03,4346.47,Credit
704,19,Male,Divorced,149917,Medium,Stocks,Medium,66,672482,Conservative,1310,Annually,Bonds,704,2024-12-04,7592.92,Credit
705,37,Female,Married,140290,High,Mutual Funds,Low,61,537358,Conservative,3986,Annually,Stocks,705,2024-12-05,2839.07,Credit
706,33,Female,Divorced,91127,Low,Stocks,High,69,1226874,Conservative,2238,Monthly,Bank Deposit,706,2024-12-06,7315.33,Credit
707,32,Female,Divorced,33136,Low,Mutual Funds,Low,55,170841,Aggressive,1570,Quarterly,Bonds,707,2024-12-07,8497.06,Credit
708,23,Female,Married,146759,Medium,Stocks,High,65,1716872,Aggressive,3125,Annually,Bank Deposit,708,2024-12-08,2299.18,Debit
709,37,Male,Divorced,110340,High,Real Estate,Low,66,311581,Balanced,1194,Monthly,Bank Deposit,709,2024-12-09,6426.49,Debit
710,41,Female,Single,41085,Medium,Stocks,High,62,1967745,Conservative,2305,Quarterly,Real Estate,710,2024-12-10,390.81,Credit
711,39,Male,Married,41699,Low,Mutual Funds,High,58,577256,Balanced,3097,Annually,Stocks,711,2024-12-11,1167.44,Debit
712,66,Female,Single,114969,Low,Stocks,Low,58,429501,Aggressive,4288,Monthly,Bank Deposit,712,2024-12-12,3269.62,Credit
713,53,Female,Divorced,62032,Medium,Bonds,Medium,68,845075,Balanced,3971,Quarterly,Real Estate,713,2024-12-13,8579.19,Credit
714,52,Female,Married,87107,Medium,Stocks,Low,69,1446712,Conservative,911,Monthly,Stocks,714,2024-12-14,7795.99,Debit
715,26,Male,Divorced,68928,Low,Bonds,Medium,67,213362,Aggressive,1294,Annually,Stocks,715,2024-12-15,5028.18,Credit
716,52,Female,Married,109942,Medium,Stocks,Medium,68,1020428,Aggressive,3783,Annually,Bonds,716,2024-12-16,5545.0,Credit
717,57,Female,Married,120989,High,Real Estate,Low,66,894938,Balanced,3790,Quarterly,Real Estate,717,2024-12-17,3260.11,Credit
718,36,Female,Single,98347,Medium,Bonds,Low,68,341764,Aggressive,2202,Monthly,Real Estate,718,2024-12-18,6575.8,Debit
719,33,Male,Divorced,69820,High,Stocks,Medium,56,525183,Balanced,558,Quarterly,Stocks,719,2024-12-19,8136.8,Debit
720,40,Female,Single,86915,Low,Real Estate,High,65,1719317,Balanced,568,Quarterly,Bank Deposit,720,2024-12-20,2523.57,Credit
721,36,Female,Divorced,37237,High,Bonds,Medium,64,208654,Aggressive,3186,Monthly,Real Estate,721,2024-12-21,1020.61,Credit
722,19,Female,Married,108444,Low,Stocks,Low,68,506365,Aggressive,668,Annually,Stocks,722,2024-12-22,9319.69,Debit
723,28,Male,Single,43186,Medium,Real Estate,Medium,63,1496354,Aggressive,1447,Monthly,Bank Deposit,723,2024-12-23,3068.47,Credit
724,23,Male,Married,91193,Low,Stocks,High,57,424354,Conservative,645,Annually,Real Estate,724,2024-12-24,4914.89,Credit
725,44,Female,Single,70279,Medium,Bonds,Low,62,1487220,Aggressive,4492,Monthly,Bonds,725,2024-12-25,6468.33,Debit
726,63,Male,Single,37469,High,Real Estate,Low,61,652367,Balanced,4964,Annually,Stocks,726,2024-12-26,8615.93,Credit
727,28,Female,Married,42295,High,Mutual Funds,High,67,1566974,Aggressive,4378,Quarterly,Real Estate,727,2024-12-27,1715.27,Credit
728,40,Female,Divorced,66828,Low,Stocks,High,62,1119699,Aggressive,1993,Quarterly,Bank Deposit,728,2024-12-28,8160.82,Debit
729,26,Female,Divorced,137868,High,Real Estate,Low,64,699043,Conservative,2171,Annually,Bank Deposit,729,2024-12-29,4433.52,Credit
730,69,Female,Single,49807,Medium,Mutual Funds,High,61,1753496,Balanced,2881,Annually,Bank Deposit,730,2024-12-30,2245.08,Credit
731,45,Female,Single,119192,High,Real Estate,Low,57,280306,Aggressive,3615,Quarterly,Bank Deposit,731,2024-12-31,9120.49,Credit
732,38,Female,Divorced,84039,High,Mutual Funds,High,58,1167169,Conservative,4158,Annually,Stocks,732,2025-01-01,3429.54,Credit
733,45,Female,Married,38518,Medium,Bonds,High,59,1877063,Balanced,4488,Monthly,Stocks,733,2025-01-02,396.76,Credit
734,66,Male,Divorced,67349,Medium,Real Estate,Low,61,1849905,Aggressive,4462,Quarterly,Stocks,734,2025-01-03,909.29,Debit
735,30,Male,Single,148367,Low,Real Estate,High,62,1087531,Aggressive,789,Annually,Real Estate,735,2025-01-04,8934.54,Credit
736,36,Male,Married,52894,Medium,Real Estate,High,56,782328,Aggressive,2606,Quarterly,Bank Deposit,736,2025-01-05,1200.82,Credit
737,53,Male,Single,32942,High,Stocks,Low,59,513005,Balanced,1658,Quarterly,Bank Deposit,737,2025-01-06,3879.19,Credit
738,68,Male,Divorced,112537,Medium,Stocks,Medium,65,668431,Aggressive,4018,Monthly,Stocks,738,2025-01-07,3918.37,Credit
739,50,Male,Married,90721,Medium,Real Estate,Medium,58,1216924,Aggressive,1290,Monthly,Real Estate,739,2025-01-08,7988.25,Debit
740,21,Male,Divorced,86217,High,Stocks,Low,65,257866,Balanced,2644,Annually,Bonds,740,2025-01-09,2884.11,Debit
741,34,Male,Single,51591,High,Bonds,Low,65,1636557,Conservative,2850,Quarterly,Real Estate,741,2025-01-10,671.52,Debit
742,44,Female,Single,115567,Medium,Bonds,High,58,396660,Aggressive,4301,Quarterly,Real Estate,742,2025-01-11,8806.54,Debit
743,31,Female,Divorced,87070,High,Bonds,Low,65,629995,Aggressive,2278,Annually,Stocks,743,2025-01-12,7287.5,Credit
744,57,Female,Married,116440,Low,Stocks,Low,59,1193579,Aggressive,4425,Annually,Bonds,744,2025-01-13,1630.81,Credit
745,19,Male,Divorced,144763,Low,Bonds,High,64,1162451,Aggressive,3194,Quarterly,Stocks,745,2025-01-14,4273.52,Debit
746,34,Female,Single,58923,Medium,Stocks,High,66,1550868,Balanced,3345,Monthly,Real Estate,746,2025-01-15,1934.11,Debit
747,25,Female,Single,87284,Low,Bonds,High,63,768801,Conservative,1815,Quarterly,Real Estate,747,2025-01-16,9203.03,Debit
748,41,Female,Married,88960,High,Mutual Funds,Low,67,1795881,Aggressive,568,Annually,Bonds,748,2025-01-17,5687.57,Debit
749,21,Male,Married,92622,High,Mutual Funds,Medium,63,1275382,Aggressive,3613,Monthly,Stocks,749,2025-01-18,7742.78,Credit
750,58,Male,Single,74670,Low,Bonds,Medium,68,821358,Conservative,4568,Quarterly,Bank Deposit,750,2025-01-19,1974.28,Debit
751,61,Male,Divorced,72507,Low,Bonds,Medium,68,712960,Conservative,2863,Annually,Bonds,751,2025-01-20,5694.32,Credit
752,20,Female,Married,141210,Low,Mutual Funds,Low,57,718154,Conservative,776,Quarterly,Real Estate,752,2025-01-21,8530.12,Credit
753,47,Male,Single,52715,Medium,Stocks,High,63,519620,Aggressive,1778,Annually,Bank Deposit,753,2025-01-22,6650.22,Credit
754,38,Male,Married,57505,Medium,Real Estate,Medium,57,1739379,Balanced,4564,Quarterly,Stocks,754,2025-01-23,3443.52,Credit
755,57,Male,Married,125667,Medium,Stocks,High,58,542059,Aggressive,572,Monthly,Bank Deposit,755,2025-01-24,8546.42,Credit
756,39,Male,Married,49402,Medium,Mutual Funds,Low,66,743901,Conservative,671,Quarterly,Bank Deposit,756,2025-01-25,6273.03,Debit
757,28,Female,Single,103816,Medium,Mutual Funds,Low,64,1726361,Conservative,3699,Quarterly,Stocks,757,2025-01-26,2457.11,Credit
758,40,Male,Married,114502,Medium,Real Estate,Low,56,848674,Aggressive,1843,Monthly,Stocks,758,2025-01-27,4221.7,Credit
759,68,Female,Married,41359,Low,Stocks,Low,55,1409700,Aggressive,1450,Quarterly,Stocks,759,2025-01-28,3550.83,Credit
760,19,Male,Divorced,62269,Medium,Mutual Funds,High,60,815840,Conservative,2181,Monthly,Stocks,760,2025-01-29,3763.85,Credit
761,45,Male,Married,143655,High,Mutual Funds,Medium,65,495207,Aggressive,1714,Annually,Bank Deposit,761,2025-01-30,407.71,Debit
762,29,Male,Single,80114,High,Real Estate,Medium,67,1632368,Conservative,2164,Monthly,Real Estate,762,2025-01-31,1656.72,Credit
763,61,Male,Married,100261,High,Stocks,Low,63,1258790,Aggressive,1567,Quarterly,Real Estate,763,2025-02-01,5808.93,Credit
764,33,Male,Single,75065,Medium,Bonds,High,64,1539458,Aggressive,2028,Annually,Bank Deposit,764,2025-02-02,7453.51,Credit
765,31,Male,Single,130735,High,Mutual Funds,High,62,895398,Aggressive,4603,Monthly,Real Estate,765,2025-02-03,9772.99,Credit
766,36,Male,Married,80106,Medium,Mutual Funds,Medium,68,1061019,Aggressive,3604,Quarterly,Stocks,766,2025-02-04,4936.71,Credit
767,37,Female,Single,106146,Low,Bonds,High,58,1283928,Balanced,4657,Annually,Real Estate,767,2025-02-05,4124.42,Debit
768,66,Male,Divorced,141049,Medium,Real Estate,High,59,451128,Aggressive,2811,Monthly,Bonds,768,2025-02-06,1660.81,Debit
769,41,Male,Single,112149,Low,Bonds,Medium,62,1318517,Conservative,784,Monthly,Bonds,769,2025-02-07,5722.97,Debit
770,26,Male,Married,33908,Low,Stocks,High,62,1545511,Balanced,992,Quarterly,Bank Deposit,770,2025-02-08,5918.86,Credit
771,53,Female,Married,52051,Low,Real Estate,Low,69,457522,Aggressive,1986,Monthly,Bonds,771,2025-02-09,4156.55,Debit
772,18,Male,Married,127386,Low,Mutual Funds,Medium,60,371040,Conservative,1746,Annually,Bonds,772,2025-02-10,1910.87,Credit
773,32,Male,Married,58457,Medium,Mutual Funds,High,65,381242,Conservative,3270,Monthly,Bonds,773,2025-02-11,7108.91,Credit
774,59,Female,Divorced,117358,High,Real Estate,High,55,357265,Conservative,4592,Quarterly,Real Estate,774,2025-02-12,2108.74,Debit
775,60,Male,Single,90733,Low,Stocks,Low,68,1870174,Balanced,1488,Monthly,Stocks,775,2025-02-13,5306.83,Debit
776,35,Male,Married,50630,High,Mutual Funds,Medium,67,1562688,Balanced,2984,Annually,Stocks,776,2025-02-14,6563.79,Debit
777,54,Female,Divorced,74141,Low,Stocks,Low,58,1474518,Aggressive,1866,Quarterly,Stocks,777,2025-02-15,2195.0,Debit
778,46,Male,Divorced,117696,Low,Mutual Funds,High,64,513370,Balanced,999,Annually,Bonds,778,2025-02-16,555.24,Debit
779,60,Female,Single,82296,Low,Bonds,High,58,1692370,Balanced,2649,Annually,Bonds,779,2025-02-17,8008.31,Credit
780,62,Female,Married,73021,Low,Bonds,Medium,55,760220,Conservative,1332,Quarterly,Bank Deposit,780,2025-02-18,6767.16,Debit
781,46,Female,Divorced,39006,High,Stocks,Low,65,1714298,Aggressive,2644,Monthly,Stocks,781,2025-02-19,3279.25,Credit
782,35,Male,Divorced,125624,Low,Real Estate,Medium,62,718323,Conservative,2894,Quarterly,Bonds,782,2025-02-20,4790.32,Credit
783,69,Male,Married,136427,Medium,Bonds,Low,62,1323976,Balanced,1091,Annually,Stocks,783,2025-02-21,7046.26,Credit
784,26,Male,Married,71283,Low,Stocks,Medium,69,816355,Aggressive,4494,Monthly,Bonds,784,2025-02-22,9818.28,Credit
785,52,Male,Married,116327,Medium,Real Estate,Low,67,1663535,Conservative,2096,Annually,Stocks,785,2025-02-23,527.89,Credit
786,36,Female,Single,34742,Low,Stocks,Low,62,479916,Balanced,4139,Quarterly,Bonds,786,2025-02-24,4745.42,Debit
787,65,Female,Divorced,80997,Medium,Mutual Funds,Low,55,1004296,Aggressive,3985,Annually,Bonds,787,2025-02-25,4915.96,Debit
788,42,Male,Single,97877,Medium,Stocks,High,61,198942,Conservative,879,Annually,Real Estate,788,2025-02-26,5242.78,Debit
789,47,Female,Divorced,68075,Medium,Mutual Funds,High,63,1164818,Aggressive,1062,Quarterly,Bonds,789,2025-02-27,4954.23,Credit
790,66,Male,Married,109466,Medium,Real Estate,Low,55,1650943,Conservative,3257,Quarterly,Bank Deposit,790,2025-02-28,5283.59,Credit
791,23,Female,Married,136594,Medium,Bonds,Low,57,1960264,Conservative,1932,Quarterly,Real Estate,791,2025-03-01,9081.35,Debit
792,55,Male,Divorced,117131,High,Stocks,High,68,202623,Aggressive,4547,Annually,Bank Deposit,792,2025-03-02,3010.55,Credit
793,32,Female,Divorced,63006,Medium,Mutual Funds,Medium,59,865571,Aggressive,2169,Monthly,Stocks,793,2025-03-03,1881.0,Credit
794,57,Male,Divorced,76473,Medium,Bonds,Medium,60,150845,Aggressive,2445,Monthly,Real Estate,794,2025-03-04,5821.93,Credit
795,35,Female,Married,106364,High,Bonds,Low,63,873501,Conservative,4798,Annually,Stocks,795,2025-03-05,1511.38,Credit
796,21,Male,Married,49000,Medium,Real Estate,Medium,58,877573,Aggressive,3096,Monthly,Stocks,796,2025-03-06,634.98,Credit
797,28,Female,Divorced,97113,Medium,Stocks,Low,60,405613,Conservative,1743,Monthly,Stocks,797,2025-03-07,9850.85,Credit
798,42,Female,Divorced,70767,Low,Stocks,Medium,59,328208,Balanced,4526,Monthly,Real Estate,798,2025-03-08,6039.36,Debit
799,52,Male,Single,48976,Medium,Stocks,Medium,55,1532067,Conservative,787,Quarterly,Bank Deposit,799,2025-03-09,5638.35,Debit
800,38,Female,Divorced,50368,Medium,Mutual Funds,High,64,295391,Balanced,677,Quarterly,Bonds,800,2025-03-10,3983.54,Debit
801,56,Female,Single,91270,Low,Stocks,High,61,1834989,Conservative,2748,Quarterly,Stocks,801,2025-03-11,8866.7,Debit
802,27,Female,Married,76810,Low,Stocks,Low,55,1394719,Aggressive,1701,Annually,Bank Deposit,802,2025-03-12,988.0,Debit
803,52,Female,Divorced,97546,Low,Bonds,Medium,60,473486,Aggressive,4617,Quarterly,Bank Deposit,803,2025-03-13,2712.23,Credit
804,23,Male,Married,63071,Medium,Mutual Funds,Low,65,1517133,Conservative,4430,Monthly,Bonds,804,2025-03-14,3360.55,Debit
805,51,Female,Married,36872,Low,Bonds,Medium,61,431956,Conservative,2900,Quarterly,Bank Deposit,805,2025-03-15,2389.12,Credit
